id,license_number,primary_owner,office_of_application,business_name,business_address,county,census_tract,licensee,license_type_status,status_date,original_issue_date,expiration_date,duplicate,conditions,operating_restrictions,disciplinary_action,disciplinary_history,holds,escrows,from_license_number,transferred_on,to_license_number,transferred_on2,place_name,website,types,business_status,fee_code,master,transfers,business_name_secondary,business_address_secondary,phone_number,license_type,primary_name,dba_name,prem_addr_1,prem_addr_2,prem_city,prem_state,prem_zip,yelp_link,yelp_name,yelp_phone,yelp_website,yelp_rating,output_lincense_file_status,yelp_file_status
169,447269,HOWARD  JESSIE ONEIL KIRK,22 - CONCORD,JKS BRICKHOUSE,360 ADELINE ST   OAKLAND  CA  94607,ALAMEDA,9820.00,HOWARD  JESSIE ONEIL KIRK,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,Reg. Number:        09070661        Section:25658(a)Section:24200(a&b)            Proceeding Status:            CLOSED                    Decision:            POIC                        Suspension Days:            15                        Suspension Start Date:            04-MAR-2010,Hold Type:                    BOARD OF EQUALIZATION HOLD                    Hold Date:                    04-DEC-2013,No Escrow found,47-432049,,N/A,,J.K's Brickhouse Sports Bar & Grill,,  bar |   restaurant |   food |   point_of_interest |   establishment,CLOSED_TEMPORARILY,P40,Y,1,JKS BRICKHOUSE,360 ADELINE ST   OAKLAND  CA  94607,+1 510-832-5200,47 - ON-SALE GENERAL EATING PLACE,HOWARD  JESSIE ONEIL KIRK,JKS BRICKHOUSE,360 ADELINE ST,,OAKLAND,CA,94607-2520,https://www.yelp.nl/biz/jk-brickhouse-oakland?osq=JKS+BRICKHOUSE,JK Brickhouse,(510) 832-5200,not url,3.6,True,True
170,362897,ZUBIES CHICKEN COOP INC,11 - SANTA ANA,ZUBIES CHICKEN COOP,414 OLD NEWPORT BLVD   NEWPORT BEACH  CA  92663,ORANGE,633.02,ZUBIES CHICKEN COOP INC,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,47-327359,,N/A,,The Chicken Coop,,  bar |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,ZUBIES CHICKEN COOP,414 OLD NEWPORT BLVD   NEWPORT BEACH  CA  92663,+1 949-645-6086,47 - ON-SALE GENERAL EATING PLACE,ZUBIES CHICKEN COOP INC,ZUBIES CHICKEN COOP,414 OLD NEWPORT BLVD,,NEWPORT BEACH,CA,92663,https://www.yelp.nl/biz/chicken-coop-newport-beach?osq=ZUBIES+CHICKEN+COOP,Chicken Coop,(949) 645-6086,not url,3.8,True,True
171,346326,FILLMORE STREET RESTAURANT PARTNERS L-PSHIP,24 - SAN FRANCISCO,FLORIO,1915 FILLMORE ST   SAN FRANCISCO  CA  94115,SAN FRANCISCO,152.02,FILLMORE STREET RESTAURANT PARTNERS L-PSHIP,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,47-217579,,N/A,,Florio Bar & Cafe,http://www.floriosf.com/,  restaurant |   cafe |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,FLORIO,1915 FILLMORE ST   SAN FRANCISCO  CA  94115,+1 415-775-4300,47 - ON-SALE GENERAL EATING PLACE,FILLMORE STREET RESTAURANT PARTNERS L-PSHIP,FLORIO,1915 FILLMORE ST,,SAN FRANCISCO,CA,94115,https://www.yelp.nl/biz/florio-bar-and-cafe-san-francisco?osq=FLORIO,Florio Bar & Cafe,(415) 775-4300,https://floriosf.com,3.7,True,True
172,100628,WATERFRONT RESTAURANTS INC,09 - SAN MARCOS,JAKES DEL MAR,1660 COAST BLVD   DEL MAR  CA  92014,SAN DIEGO,172.01,WATERFRONT RESTAURANTS INC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,N/A,,N/A,,Jake's Del Mar,http://jakesdelmar.com/,  bar |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P0,Y,1,JAKES DEL MAR,1660 COAST BLVD   DEL MAR  CA  92014,+1 858-755-2002,47 - ON-SALE GENERAL EATING PLACE,WATERFRONT RESTAURANTS INC,JAKES DEL MAR,1660 COAST BLVD,,DEL MAR,CA,92014,https://www.yelp.nl/biz/jakes-del-mar-2?osq=JAKES+DEL+MAR,Jake's,(858) 755-2002,https://jakesdelmar.com,4.1,True,True
173,309567,DON CHAVA INC,02 - MONROVIA,EL RANCHITO,6703 SANTA FE AVE   HUNTINGTON PARK  CA  90255,LOS ANGELES,5331.03,DON CHAVA INC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,Reg. Number:        17085682        Section:25658(A)            Proceeding Status:            CLOSED                    Decision:            ALL STAYED                        Suspension Days:            10,No Active Holds found,No Escrow found,47-270667,,N/A,,Avila's El Ranchito Huntington Park,https://avilaselranchito.com/huntington-park/,  restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,EL RANCHITO,6703 SANTA FE AVE   HUNTINGTON PARK  CA  90255,+1 323-585-5055,47 - ON-SALE GENERAL EATING PLACE,DON CHAVA INC,EL RANCHITO,6703 SANTA FE AVE,,HUNTINGTON PARK,CA,90255-3903,https://www.yelp.nl/biz/guajillo-restaurant-huntington-park?osq=EL+RANCHITO,Guajillo Restaurant,(323) 835-6424,https://guajillorestaurant.com,4.1,True,True
174,453872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
175,23867,TOP LEE GOURMET INC,25 - SAN JOSE,TAO TAO,175 S MURPHY AVE   SUNNYVALE  CA  94086,SANTA CLARA,5086.02,TOP LEE GOURMET INC,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,N/A,,N/A,,Tao Tao,http://www.taotaocafe.com/,  restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,TAO TAO,175 S MURPHY AVE   SUNNYVALE  CA  94086,+1 408-736-3731,47 - ON-SALE GENERAL EATING PLACE,TOP LEE GOURMET INC,TAO TAO,175 S MURPHY AVE,,SUNNYVALE,CA,94086,https://www.yelp.nl/biz/tao-tao-cafe-sunnyvale-2?osq=TAO+TAO,Tao Tao Cafe,(408) 736-3731,https://taotaocafe.com,3.3,True,True
176,312571,JOHER  HASSAN SALEH,03 - LB/LAKEWOOD,LA MIRAGE RESTAURANT,17104 PIONEER BLVD   ARTESIA  CA  90701,LOS ANGELES,5548.01,JOHER  HASSAN SALEH,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,Reg. Number:                        24094832,Reg. Number:        99045951        Section:H&S 110545 110560 110620Section:23804Section:24200(a&b)Section:PC 347(b)            Proceeding Status:            CLOSED                    Decision:            POIC                        Suspension Days:            15                        POIC/Fine:            6000,No Active Holds found,No Escrow found,47-273803,,47-662066,,La Mirage Restaurant & Nightclub,http://www.lamirageent.com/,  night_club |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P0,Y,1,LA MIRAGE RESTAURANT,17104 PIONEER BLVD   ARTESIA  CA  90701,+1 562-527-9755,47 - ON-SALE GENERAL EATING PLACE,JOHER  HASSAN SALEH,LA MIRAGE RESTAURANT,17104 PIONEER BLVD,,ARTESIA,CA,90701,https://www.yelp.nl/biz/la-mirage-restaurant-and-night-club-artesia?osq=LA+MIRAGE+RESTAURANT,La Mirage Restaurant & Night Club,(562) 527-9755,https://lamirageent.com,2.2,True,True
177,358329,CHIANG  JAMES YU CHI,05 - VAN NUYS,MANDARIN KING CHINESE RESTAURANT,17092 DEVONSHIRE ST   NORTHRIDGE  CA  91325,LOS ANGELES,1113.02,CHIANG  SAIOU| CHIANG  JAMES YU CHI,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,Reg. Number:        08068915        Section:25658(a)Section:24200(a&b)            Proceeding Status:            CLOSED                    Decision:            ALL STAYED                        Suspension Days:            10                        Stayed Days:            10,No Active Holds found,No Escrow found,47-123697,,N/A,,Mandarin King,https://www.mandarinkingnorthridge.com/,  restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,MANDARIN KING CHINESE RESTAURANT,17092 DEVONSHIRE ST   NORTHRIDGE  CA  91325,+1 818-366-8999,47 - ON-SALE GENERAL EATING PLACE,CHIANG  JAMES YU CHI,MANDARIN KING CHINESE RESTAURANT,17092 DEVONSHIRE ST,,NORTHRIDGE,CA,91325,https://www.yelp.nl/biz/mandarin-king-northridge?osq=MANDARIN+KING+CHINESE+RESTAURANT,Mandarin King,(818) 366-8999,https://mandarinkingnorthridge.com,3.9,True,True
178,393899,STEVES STEAKHOUSE INC,03 - LB/LAKEWOOD,STEVES STEAKHOUSE,417 CRESCENT AVE RM 200   AVALON  CA  90704,LOS ANGELES,5990.00,STEVES STEAKHOUSE INC,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,47-343521,,N/A,,Steve's Steakhouse and Seafood,https://stevessteakhouse.com/,  restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P0,Y,1,STEVES STEAKHOUSE,417 CRESCENT AVE RM 200   AVALON  CA  90704,+1 310-510-0333,47 - ON-SALE GENERAL EATING PLACE,STEVES STEAKHOUSE INC,STEVES STEAKHOUSE,417 CRESCENT AVE RM 200,,AVALON,CA,90704,https://www.yelp.nl/biz/steves-steakhouse-avalon?osq=STEVES+STEAKHOUSE,Steve's Steakhouse,(310) 510-0333,https://stevessteakhouse.com,3.8,True,True
179,440072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
180,487715,POORHOUSE PARTNERS LLC,03 - LB/LAKEWOOD,BADDELEYS POORHOUSE,3348 E BROADWAY   LONG BEACH  CA  90803,LOS ANGELES,5772.00,POORHOUSE PARTNERS LLC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,48-265792,,48-663548,,Baddeley's Pourhouse Sports Bar,http://www.baddeleyspourhouselb.com/,  bar |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,BADDELEYS POORHOUSE,3348 E BROADWAY   LONG BEACH  CA  90803,+1 562-439-7220,48 - ON-SALE GENERAL PUBLIC PREMISES,POORHOUSE PARTNERS LLC,BADDELEYS POORHOUSE,3348 E BROADWAY,,LONG BEACH,CA,90803,https://www.yelp.nl/biz/baddeleys-pourhouse-long-beach?osq=BADDELEYS+POORHOUSE,Baddeley's Pourhouse,(562) 439-7220,https://baddeleyspourhouselb.com,4.4,True,True
181,411674,GILLETTE  JAMES JOHN,22 - CONCORD,V & E CLUB,2071 1ST ST   LIVERMORE  CA  94550,ALAMEDA,4516.01,GILLETTE  JAMES JOHN,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,48-337085,,N/A,,V & E Club,http://v-e-club.poi.place/,  bar |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,V & E CLUB,2071 1ST ST   LIVERMORE  CA  94550,+1 925-447-3293,48 - ON-SALE GENERAL PUBLIC PREMISES,GILLETTE  JAMES JOHN,V & E CLUB,2071 1ST ST,,LIVERMORE,CA,94550,,,,,,True,True
182,406752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
183,227565,CASTRO  EDWARD,03 - LB/LAKEWOOD,NEW STARBOARD ATTITUDE,202 FISHERMANS WHARF   REDONDO BEACH  CA  90277,LOS ANGELES,6213.24,CASTRO  EDWARD,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,Reg. Number:        11074508        Section:25602(A)Section:24200(A&B)            Proceeding Status:            CLOSED                    Decision:            ALL STAYED                        Suspension Days:            10                        Stayed Days:            10,No Active Holds found,No Escrow found,N/A,,N/A,,Starboard Attitude,,  bar |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,NEW STARBOARD ATTITUDE,202 FISHERMANS WHARF   REDONDO BEACH  CA  90277,+1 424-254-5423,48 - ON-SALE GENERAL PUBLIC PREMISES,CASTRO  EDWARD,NEW STARBOARD ATTITUDE,202 FISHERMANS WHARF,,REDONDO BEACH,CA,90277,https://www.yelp.nl/biz/new-starboard-attitude-redondo-beach-2?osq=NEW+STARBOARD+ATTITUDE,New Starboard Attitude,(424) 254-5423,not url,3.5,True,True
184,448648,EASTSIDE HOLDINGS L-PSHIP,04 - LA/METRO,LITTLE DOMS,2128 HILLHURST AVE   LOS ANGELES  CA  90027,LOS ANGELES,1891.02,EASTSIDE HOLDINGS L-PSHIP,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,47-393468,,N/A,,Little Dom's,http://littledoms.com/,  restaurant |   food |   point_of_interest |   store |   establishment,OPERATIONAL,P40,Y,1,LITTLE DOMS,2128 HILLHURST AVE   LOS ANGELES  CA  90027,+1 323-661-0055,47 - ON-SALE GENERAL EATING PLACE,EASTSIDE HOLDINGS L-PSHIP,LITTLE DOMS,2128 HILLHURST AVE,,LOS ANGELES,CA,90027-2012,https://www.yelp.nl/biz/little-doms-los-angeles-2?osq=LITTLE+DOMS,Little Dom's,(323) 661-0055,https://littledoms.com,3.6,True,True
185,474779,JAY DEE CAFE LLC,02 - MONROVIA,JAY DEE CAFE,1843 W MAIN ST   ALHAMBRA  CA  91801,LOS ANGELES,4808.04,JAY DEE CAFE LLC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,Reg. Number:        24094420        Section:B&P 25177            Proceeding Status:            CLOSED                    Decision:            POIC                        POIC/Fine:            2179.2,No Active Holds found,No Escrow found,47-111189,,N/A,,Jay Dee Cafe,,  bar |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,JAY DEE CAFE,1843 W MAIN ST   ALHAMBRA  CA  91801,+1 626-281-6887,47 - ON-SALE GENERAL EATING PLACE,JAY DEE CAFE LLC,JAY DEE CAFE,1843 W MAIN ST,,ALHAMBRA,CA,91801-1829,https://www.yelp.nl/biz/jay-dee-cafe-alhambra-7?osq=JAY+DEE+CAFE,Jay Dee Cafe,(626) 281-6887,not url,3.7,True,True
186,270781,HURRICANE BAR & GRILL INC,11 - SANTA ANA,HURRICANES BAR & GRILL,200 MAIN ST STE 201  HUNTINGTON BEACH  CA  92648,ORANGE,993.11,HURRICANE BAR & GRILL INC,ACTIVE,,,,,N/A,Signs shall be conspicuously posted at all exits of the premises patio which prohibit alcoholic beverages from leaving the confines of the premises patio. Sales  service and consumption of alcoholic beverages on said patio area shall be limited to disposable plastic/styrofoam containers. Anytime the patio is being utilized for sales  service and consumption of alcoholic beverages  a minimum of two (2) employees shall be stationed on this area.,No Active Disciplinary Action found,Reg. Number:        99047044        Section:CCR  143.2(3)  143.3(1)(b)  143.3(2)Section:25602(a)Section:23804Section:24200(a&b)            Proceeding Status:            CLOSED                    Decision:            REVOKED                        Suspension Days:            30                        Stayed Days:            730                        Suspension Start Date:            10-FEB-2000                        Suspension End Date:            11-MAR-1998,No Active Holds found,No Escrow found,N/A,,N/A,,Hurricanes Bar & Grill,https://www.hurricanesbargrill.com/,  bar |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,HURRICANES BAR & GRILL,200 MAIN ST STE 201  HUNTINGTON BEACH  CA  92648,+1 714-374-0500,47 - ON-SALE GENERAL EATING PLACE,HURRICANE BAR & GRILL INC,HURRICANES BAR & GRILL,200 MAIN ST,STE 201,HUNTINGTON BEACH,CA,92648-8105,,,,,,True,True
187,459619,YFC INC,21 - FRESNO,YOSEMITE FALLS CAFE,5123 N BLACKSTONE AVE   FRESNO  CA  93710,FRESNO,45.05,YFC INC,ACTIVE,,,,,PRIORITIES 1995 AND LATER  NO SALE 2 YEARS,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,N/A,,N/A,,Yosemite Falls Cafe,https://www.yosemitefallscafe.net/,  restaurant |   liquor_store |   food |   point_of_interest |   store |   establishment,OPERATIONAL,P40,Y,1,YOSEMITE FALLS CAFE,5123 N BLACKSTONE AVE   FRESNO  CA  93710,+1 559-225-6800,47 - ON-SALE GENERAL EATING PLACE,YFC INC,YOSEMITE FALLS CAFE,5123 N BLACKSTONE AVE,,FRESNO,CA,93710-6701,https://www.yelp.nl/biz/burger-king-fresno-15,Burger King,(559) 492-2985,https://burgerking.com,1.1,True,True
188,280832,MORSCHAUSER  WILLIAM GEORGE,02 - MONROVIA,FRIAR TUCKS BAR & GRILLE,540 E FOOTHILL BLVD   POMONA  CA  91767,LOS ANGELES,4017.04,MORSCHAUSER  WILLIAM GEORGE,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,Reg. Number:        10073169        Section:25658(a)Section:24200(a&b)            Proceeding Status:            CLOSED                    Decision:            POIC                        Suspension Days:            15                        POIC/Fine:            3000,No Active Holds found,No Escrow found,N/A,,N/A,,Friar Tuck's Bar And Grill,,  point_of_interest |   establishment,CLOSED_PERMANENTLY,P40,Y,1,FRIAR TUCKS BAR & GRILLE,540 E FOOTHILL BLVD   POMONA  CA  91767,,47 - ON-SALE GENERAL EATING PLACE,MORSCHAUSER  WILLIAM GEORGE,FRIAR TUCKS BAR & GRILLE,540 E FOOTHILL BLVD,,POMONA,CA,91767-1220,,,,,,True,True
189,418582,PEPPERS MEXICALI CAFE INC,26 - SALINAS,PEPPERS MEXICALI CAFE,170 FOREST AVE   PACIFIC GROVE  CA  93950,MONTEREY,124.01,PEPPERS MEXICALI CAFE INC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,Hold Type:                    FORM 220                    Hold Date:                    16-DEC-2009,No Escrow found,N/A,,N/A,,Peppers Mexicali Cafe,https://www.peppersmexicalicafe.com/,  restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P0,Y,1,PEPPERS MEXICALI CAFE,170 FOREST AVE   PACIFIC GROVE  CA  93950,+1 831-373-6892,47 - ON-SALE GENERAL EATING PLACE,PEPPERS MEXICALI CAFE INC,PEPPERS MEXICALI CAFE,170 FOREST AVE,,PACIFIC GROVE,CA,93950,https://www.yelp.nl/biz/peppers-mexicali-cafe-pacific-grove?osq=PEPPERS+MEXICALI+CAFE,Peppers Mexicali Cafe,(831) 373-6892,https://pepperspg.com,4,True,True
190,246901,MCCLOSKEY  JOHN A,22 - CONCORD,POLOMONIS,1845 1ST ST   LIVERMORE  CA  94550,ALAMEDA,4516.02,MCCLOSKEY  JOHN A,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,Reg. Number:        19089130        Section:25176; 25177Section:23402Section:CCR 57.6            Proceeding Status:            CLOSED                    Decision:            SUSPEND                        Suspension Days:            20                        Suspension Start Date:            14-JAN-2021                        Suspension End Date:            03-FEB-2021,Hold Type:                    FRANCHISE TAX HOLD                    Hold Date:                    25-AUG-2005,No Escrow found,N/A,,N/A,,Polomoni's Bar & Lounge,,  bar |   night_club |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,POLOMONIS,1845 1ST ST   LIVERMORE  CA  94550,+1 925-447-5311,48 - ON-SALE GENERAL PUBLIC PREMISES,MCCLOSKEY  JOHN A,POLOMONIS,1845 1ST ST,,LIVERMORE,CA,94550,,,,,,True,True
191,483501,ASCOT HOTEL L-PSHIP,04 - LA/METRO,HOTEL ANGELENO,170 N CHURCH LN   LOS ANGELES  CA  90049,LOS ANGELES,2623.02,ASCOT HOTEL L-PSHIP,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,47-396854,,N/A,,Hotel Angeleno,http://hotelangeleno.com/,  lodging |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,HOTEL ANGELENO,170 N CHURCH LN   LOS ANGELES  CA  90049,+1 310-476-6411,47 - ON-SALE GENERAL EATING PLACE,ASCOT HOTEL L-PSHIP,HOTEL ANGELENO,170 N CHURCH LN,,LOS ANGELES,CA,90049-2044,https://www.yelp.nl/biz/hotel-angeleno-los-angeles?osq=HOTEL+ANGELENO,Hotel Angeleno,(310) 476-6411,https://hotelangeleno.com,3.2,True,True
192,477208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
193,414520,SACRAMENTO STREET PARTNERS LLC,24 - SAN FRANCISCO,SPRUCE,3640 SACRAMENTO ST   SAN FRANCISCO  CA  94118,SAN FRANCISCO,133.00,SACRAMENTO STREET PARTNERS LLC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,47-321352,,N/A,,Spruce,http://www.sprucesf.com/,  bar |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,SPRUCE,3640 SACRAMENTO ST   SAN FRANCISCO  CA  94118,+1 415-931-5100,47 - ON-SALE GENERAL EATING PLACE,SACRAMENTO STREET PARTNERS LLC,SPRUCE,3640 SACRAMENTO ST,,SAN FRANCISCO,CA,94118-1710,https://www.yelp.nl/biz/spruce-san-francisco?osq=SPRUCE,Spruce,(415) 931-5100,https://sprucesf.com,4.1,True,True
194,436819,CAP ENTERTAINMENT CORP,10 - SAN DIEGO,BLUEFOOT BAR & LOUNGE,3404 30TH ST   SAN DIEGO  CA  92104,SAN DIEGO,14.00,CAP ENTERTAINMENT CORP,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,47-320699,,N/A,,Bluefoot Bar and Lounge,http://www.bluefootsd.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=14521484551566438383,  bar |   night_club |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,BLUEFOOT BAR & LOUNGE,3404 30TH ST   SAN DIEGO  CA  92104,+1 619-756-7891,48 - ON-SALE GENERAL PUBLIC PREMISES,CAP ENTERTAINMENT CORP,BLUEFOOT BAR & LOUNGE,3404 30TH ST,,SAN DIEGO,CA,92104,,,,,,True,True
195,244278,RISTORANTI PIEMONTESI INC,24 - SAN FRANCISCO,PALIO DASTI,640 SACRAMENTO ST   SAN FRANCISCO  CA  94111,SAN FRANCISCO,611.01,RISTORANTI PIEMONTESI INC,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,Hold Type:                    BOARD OF EQUALIZATION HOLD                    Hold Date:                    13-DEC-2019,No Escrow found,N/A,,N/A,,Palio,http://www.paliosf.com/,  restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,PALIO DASTI,640 SACRAMENTO ST   SAN FRANCISCO  CA  94111,+1 415-395-9800,47 - ON-SALE GENERAL EATING PLACE,RISTORANTI PIEMONTESI INC,PALIO DASTI,640 SACRAMENTO ST,,SAN FRANCISCO,CA,94111,https://www.yelp.nl/biz/palio-san-francisco-2?osq=PALIO+DASTI,Palio,(415) 395-9800,https://paliosf.com,3.8,True,True
196,298874,L R K WEST INC,08 - PALM DESERT,INDIAN WELLS RESORT HOTEL,76661 HWY 111   INDIAN WELLS  CA  92210,RIVERSIDE,451.22,L R K WEST INC,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,47-293219,,N/A,,Indian Wells Resort Hotel,https://indianwellsresort.com/,  lodging |   point_of_interest |   establishment,OPERATIONAL,P0,Y,1,INDIAN WELLS RESORT HOTEL,76661 HWY 111   INDIAN WELLS  CA  92210,+1 760-345-6466,47 - ON-SALE GENERAL EATING PLACE,L R K WEST INC,INDIAN WELLS RESORT HOTEL,76661 HWY 111,,INDIAN WELLS,CA,92210,https://www.yelp.nl/biz/indian-wells-resort-hotel-indian-wells?osq=INDIAN+WELLS+RESORT+HOTEL,Indian Wells Resort Hotel,(760) 345-6466,https://indianwellsresort.com,2.3,True,True
197,181690,BRUNOS ITALIAN RESTAURANT INC,11 - SANTA ANA,EL PATIO RESTAURANT,1750 W LA PALMA AVE   ANAHEIM  CA  92801,ORANGE,867.02,BRUNOS ITALIAN RESTAURANT INC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,Hold Type:                    FORM 220                    Hold Date:                    15-MAY-1995,No Escrow found,N/A,,N/A,,El Patio Restaurant,http://el-patio-anaheim.poi.place/,  night_club |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,EL PATIO RESTAURANT,1750 W LA PALMA AVE   ANAHEIM  CA  92801,+1 714-758-1649,47 - ON-SALE GENERAL EATING PLACE,BRUNOS ITALIAN RESTAURANT INC,EL PATIO RESTAURANT,1750 W LA PALMA AVE,,ANAHEIM,CA,92801,https://www.yelp.nl/biz/el-patio-restaurant-and-dancing-anaheim?osq=EL+PATIO+RESTAURANT,El Patio Restaurant & Dancing,(714) 758-1649,not url,2.8,True,True
198,367919,YE RUSTIC INN INC,04 - LA/METRO,YE RUSTIC INN,1831 HILLHURST AVE STORE 8   LOS ANGELES  CA  90027,LOS ANGELES,1891.01,YE RUSTIC INN INC,ACTIVE,,,,,CODE 8 - SELF-INCORPORATION - HISTORICAL VALUE,No Operating Restrictions found,No Active Disciplinary Action found,Reg. Number:        07065767        Section:25658(a)Section:24200(a)            Proceeding Status:            CLOSED                    Decision:            POIC                        Suspension Days:            10                        POIC/Fine:            3000,No Active Holds found,No Escrow found,47-354513,,N/A,,Ye Rustic Inn,,  bar |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,YE RUSTIC INN,1831 HILLHURST AVE STORE 8   LOS ANGELES  CA  90027,+1 323-662-5757,47 - ON-SALE GENERAL EATING PLACE,YE RUSTIC INN INC,YE RUSTIC INN,1831 HILLHURST AVE STORE 8,,LOS ANGELES,CA,90027,https://www.yelp.nl/biz/ye-rustic-inn-los-angeles?osq=YE+RUSTIC+INN,Ye Rustic Inn,(323) 662-5757,https://yerusticinn.com,3.4,True,True
