id,license_number,primary_owner,office_of_application,business_name,business_address,county,census_tract,licensee,license_type_status,status_date,original_issue_date,expiration_date,duplicate,conditions,operating_restrictions,disciplinary_action,disciplinary_history,holds,escrows,from_license_number,transferred_on,to_license_number,transferred_on2,place_name,website,types,business_status,fee_code,master,transfers,business_name_secondary,business_address_secondary,phone_number,yelp_link,yelp_name,yelp_phone,yelp_website,yelp_rating,entity_num,file_number,physical_address1,physical_address2,physical_address3,physical_city,physical_state,physical_country,physical_postal_code,agent_type,license_type,lic_or_app,type_status,type_orig_iss_date,expir_date,fee_codes,dup_counts,master_ind,term_in_number_of_months,geo_code,district,primary_name,prem_addr_1,prem_addr_2,prem_city,prem_state,prem_zip,dba_name,mail_addr_1,mail_addr_2,mail_city,mail_state,mail_zip,prem_county,prem_census_tract,initial_filing_date,jurisdiction,entity_status,standing_sos,entity_type,filing_type,foreign_name,standing_ftb,standing_vcfcf,standing_agent,suspension_date,last_si_file_number,last_si_file_date,llc_management_structure,type_of_business,entity_name,org_name,first_name,middle_name,last_name,address1,address2,address3,city,state,country,postal_code,position_1,position_2,position_3,position_4,position_5,position_6,position_7,output_lincense_file_status,yelp_file_status,agent_file_status,principal_file_status,filling_file_status,business_License_field_status,combine_information_filed_status
11857,437166,PHOENIX IRISH BAR LLC THE,24 - SAN FRANCISCO,PHOENIX IRISH BAR AND RESTAURANT,811 VALENCIA ST   SAN FRANCISCO  CA  94110,SAN FRANCISCO,208.01,PHOENIX IRISH BAR LLC THE,ACTIVE,,,,,CODE 8 - SELF-INCORPORATION - HISTORICAL VALUE,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,Hold Type:                    BOARD OF EQUALIZATION HOLD                    Hold Date:                    03-SEP-2020,No Escrow found,,,N/A,,The Phoenix Irish Bar & Restaurant,,  bar |   restaurant |   food |   point_of_interest |   establishment,CLOSED_PERMANENTLY,P40,Y,1,PHOENIX IRISH BAR AND RESTAURANT,811 VALENCIA ST   SAN FRANCISCO  CA  94110,+1 415-695-1811,,,,,,,,,,,,,,,,47 - ON-SALE GENERAL EATING PLACE,,,,,,,,,,,PHOENIX IRISH BAR LLC THE,811 VALENCIA ST,,SAN FRANCISCO,CA,94110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11858,446781,SOLIS  ROBERT JR,27 - SANTA ROSA,PANCHAS OF YOUNTVILLE,6764 WASHINGTON ST   YOUNTVILLE  CA  94599,NAPA,2012.00,SOLIS  ROBERT JR,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,,,48-660624,,Pancha's Of Yountville,,  bar |   point_of_interest |   establishment,CLOSED_TEMPORARILY,P0,Y,1,PANCHAS OF YOUNTVILLE,6764 WASHINGTON ST   YOUNTVILLE  CA  94599,+1 707-944-2125,,,,,,,,,,,,,,,,48 - ON-SALE GENERAL PUBLIC PREMISES,,,,,,,,,,,SOLIS  ROBERT JR,6764 WASHINGTON ST,,YOUNTVILLE,CA,94599-1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11859,325737,PALM CANYON SPLASHS INC,08 - PALM DESERT,PALM CANYON SPLASHS,2800 S PALM CANYON DR   PALM SPRINGS  CA  92264,RIVERSIDE,9405.00,PALM CANYON SPLASHS INC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,Reg. Number:        08067935        Section:25658 (a)Section:CCR 64.2 (b)(1)Section:24200 (a&b)            Proceeding Status:            CLOSED                    Decision:            REVOKED                        Suspension Days:            30                        Stayed Days:            730                        Suspension Start Date:            02-OCT-2008                        Suspension End Date:            01-NOV-2006,No Active Holds found,No Escrow found,,,N/A,,Hilton Vacation Club Palm Canyon Palm Springs,https://www.hilton.com/en/hotels/pspspgv-hilton-vacation-club-palm-canyon-palm-springs/?SEO_id=GMB-AMER-HH-PSPSPGV&y_source=1_MTA1MzUyOTUzNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,  lodging |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,PALM CANYON SPLASHS,2800 S PALM CANYON DR   PALM SPRINGS  CA  92264,+1 760-866-1800,,,,,,,,,,,,,,,,47 - ON-SALE GENERAL EATING PLACE,,,,,,,,,,,PALM CANYON SPLASHS INC,2800 S PALM CANYON DR,,PALM SPRINGS,CA,92264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11860,395288,ARNOLDIS CAFE LLC,12 - VENTURA,ARNOLDIS CAFE,600 OLIVE ST   SANTA BARBARA  CA  93101,SANTA BARBARA,15.00,ARNOLDIS CAFE LLC,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,Hold Type:                    FRANCHISE TAX HOLD                    Hold Date:                    07-AUG-2024                                        Hold Type:                    BOARD OF EQUALIZATION HOLD                    Hold Date:                    05-MAR-2020,No Escrow found,,,47-661527,,Arnoldi's Cafe,http://arnoldis.com/,  restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,ARNOLDIS CAFE,600 OLIVE ST   SANTA BARBARA  CA  93101,+1 805-962-5394,https://www.yelp.nl/biz/arnoldi-s-cafe-santa-barbara?osq=ARNOLDIS+CAFE,,(805) 962-5394,https://arnoldis.com,4,,,,,,,,,,,47 - ON-SALE GENERAL EATING PLACE,,,,,,,,,,,ARNOLDIS CAFE LLC,600 OLIVE ST,,SANTA BARBARA,CA,93101-1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11861,455174,NINE O ONE LLC,04 - LA/METRO,901 BAR & GRILL,2902 S FIGUEROA ST   LOS ANGELES  CA  90007,LOS ANGELES,2247.02,NINE O ONE LLC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,,,N/A,,901 Bar and Grill,,  bar |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,901 BAR & GRILL,2902 S FIGUEROA ST   LOS ANGELES  CA  90007,+1 213-745-7900,https://www.yelp.nl/biz/chick-fil-a-los-angeles-23,,(213) 624-2001,https://chick-fil-a.com,3,,,,,,,,,,,47 - ON-SALE GENERAL EATING PLACE,,,,,,,,,,,NINE O ONE LLC,2902 S FIGUEROA ST,,LOS ANGELES,CA,90007-3709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11862,351732,OCEANSIDE BAJA LOBSTER GROUP INC,09 - SAN MARCOS,ROCKIN BAJA LOBSTER,258 HARBOR DR S   OCEANSIDE  CA  92054,SAN DIEGO,183.01,OCEANSIDE BAJA LOBSTER GROUP INC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,,,N/A,,Rockin' Baja Lobster - Oceanside,http://rockinbaja.com/oceanside-harbor,  meal_delivery |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,ROCKIN BAJA LOBSTER,258 HARBOR DR S   OCEANSIDE  CA  92054,+1 760-967-6199,https://www.yelp.nl/biz/rockin-baja-lobster-oceanside-3?osq=ROCKIN+BAJA+LOBSTER,,(760) 967-6199,https://rockinbaja.com,3.8,2042932,351732,14485 SOUTHERN HILLS LN,,,POWAY,CA,United States,92064,Individual Agent,47 - ON-SALE GENERAL EATING PLACE,LIC,ACTIVE,1999-04-27,2024-10-31,P40,,Y,12,3709,9,OCEANSIDE BAJA LOBSTER GROUP INC,258 HARBOR DR S,,OCEANSIDE,CA,92054,ROCKIN BAJA LOBSTER,14485 SOUTHERN HILLS LN, ,POWAY,CA,92064-4982,SAN DIEGO,183.01,,,,,,,,,,,,,,,,,,RICHARD,,DIRIENZO,14485 SOUTHERN HILLS LN,,,POWAY,CA,United States,92064,Chief Executive Officer,Chief Financial Officer,-,-,-,-,-,True,True,True,True,True,True,True
11863,476232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201731010254,,42 SOUTH PASADENA AVE,,,PASADENA,CA,United States,91105,Individual Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,JORDAN A NEDEFF,42 SOUTH PASADENA AVE,,,PASADENA,CA,United States,91105,Manager,-,-,-,-,-,-,False,False,True,True,False,True,True
11864,197969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201731010254,,42 SOUTH PASADENA AVE,,,PASADENA,CA,United States,91105,Individual Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,JORDAN A NEDEFF,42 SOUTH PASADENA AVE,,,PASADENA,CA,United States,91105,Manager,-,-,-,-,-,-,False,False,True,True,False,True,True
11865,282683,QUEENSWORTH LTD INC,11 - SANTA ANA,SWALLOWS INN,31786 CAMINO CAPISTRANO   SAN JUAN CAPISTRANO  CA  92675,ORANGE,423.12,QUEENSWORTH LTD INC,ACTIVE,,,,,N/A,"Signs shall be posted at all exits of the patio  as defined on the ABC-257  dated 05-03-23  stating  �NO ALCOHOLIC BEVERAGES BEYOND THIS POINT�. Said signs shall measure no less than 7� x 11�  and shall contain lettering no less than 1"" in size. No alcoholic beverages shall be consumed on any property adjacent to the licensed premises under the control of the licensee as depicted on the ABC-257 dated 05-03-23.",No Active Disciplinary Action found,Reg. Number:        95033439        Section:23300Section:24200(a&b)            Proceeding Status:            CLOSED                    Decision:            POIC                        Suspension Days:            15                        Stayed Days:            5                        POIC/Fine:            3000,No Active Holds found,No Escrow found,,,N/A,,Swallow's Inn,http://swallowsinn.com/,  bar |   point_of_interest |   establishment,OPERATIONAL,P20,Y,1,SWALLOWS INN,31786 CAMINO CAPISTRANO   SAN JUAN CAPISTRANO  CA  92675,+1 949-493-3188,https://www.yelp.nl/biz/swallows-inn-san-juan-capistrano?osq=SWALLOWS+INN,,(949) 493-3188,https://swallowsinn.com,4,,,,,,,,,,,48 - ON-SALE GENERAL PUBLIC PREMISES,,,,,,,,,,,QUEENSWORTH LTD INC,31786 CAMINO CAPISTRANO,,SAN JUAN CAPISTRANO,CA,92675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11866,47656,BRANCH OFFICE INC,03 - LB/LAKEWOOD,BRANCH OFFICE,2320 TORRANCE BLVD   TORRANCE  CA  90501,LOS ANGELES,6509.01,BRANCH OFFICE INC,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,Reg. Number:        21091366        Section:110545  110560  110620Section:23402Section:25176Section:24200(A)Section:25609            Proceeding Status:            CLOSED                    Decision:            POIC                        POIC/Fine:            3000,No Active Holds found,No Escrow found,,,N/A,,The Branch Office,,  bar |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,BRANCH OFFICE,2320 TORRANCE BLVD   TORRANCE  CA  90501,,https://www.yelp.nl/biz/branch-office-torrance?osq=BRANCH+OFFICE,,(310) 320-1440,not url,4,,,,,,,,,,,48 - ON-SALE GENERAL PUBLIC PREMISES,,,,,,,,,,,BRANCH OFFICE INC,2320 TORRANCE BLVD,,TORRANCE,CA,90501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11867,455014,RAUL CASTRO ENTERPRISES INC,21 - FRESNO,BURRITO KING,319-21 N GATEWAY DR   MADERA  CA  93637,MADERA,8.02,RAUL CASTRO ENTERPRISES INC,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,,,N/A,,Burrito King,http://www.burritokingmadera.com/,  restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,BURRITO KING,319-21 N GATEWAY DR   MADERA  CA  93637,+1 559-674-7596,,,,,,,,,,,,,,,,47 - ON-SALE GENERAL EATING PLACE,,,,,,,,,,,RAUL CASTRO ENTERPRISES INC,319-21 N GATEWAY DR,,MADERA,CA,93637-3580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11868,295999,MARCIAL  MICHAELANGELO,03 - LB/LAKEWOOD,EL TEXATE RESTAURANT,316 PICO BLVD   SANTA MONICA  CA  90405,LOS ANGELES,7020.02,MARCIAL  MICHAELANGELO,REV PENDING,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,Reg. Number:        11074967        Section:23804Section:24200(A&B)            Proceeding Status:            CLOSED                    Decision:            SUSPEND                        Suspension Days:            15                        POIC/Fine:            2000,Hold Type:                    BOARD OF EQUALIZATION HOLD                    Hold Date:                    26-MAR-2008                                        Hold Type:                    B/E COLLECTIONS SUSPENSION                    Hold Date:                    05-MAY-2022,No Escrow found,,,N/A,,El Texate,http://www.eltexate.com/,  restaurant |   food |   point_of_interest |   establishment,CLOSED_PERMANENTLY,P40,Y,1,EL TEXATE RESTAURANT,316 PICO BLVD   SANTA MONICA  CA  90405,,,,,,,,,,,,,,,,,47 - ON-SALE GENERAL EATING PLACE,,,,,,,,,,,MARCIAL  MICHAELANGELO,316 PICO BLVD,,SANTA MONICA,CA,90405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11869,447269,HOWARD  JESSIE ONEIL KIRK,22 - CONCORD,JKS BRICKHOUSE,360 ADELINE ST   OAKLAND  CA  94607,ALAMEDA,9820.00,HOWARD  JESSIE ONEIL KIRK,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,Reg. Number:        09070661        Section:25658(a)Section:24200(a&b)            Proceeding Status:            CLOSED                    Decision:            POIC                        Suspension Days:            15                        Suspension Start Date:            04-MAR-2010,Hold Type:                    BOARD OF EQUALIZATION HOLD                    Hold Date:                    04-DEC-2013,No Escrow found,,,N/A,,J.K's Brickhouse Sports Bar & Grill,,  bar |   restaurant |   food |   point_of_interest |   establishment,CLOSED_TEMPORARILY,P40,Y,1,JKS BRICKHOUSE,360 ADELINE ST   OAKLAND  CA  94607,+1 510-832-5200,https://www.yelp.nl/biz/jk-brickhouse-oakland?osq=JKS+BRICKHOUSE,,(510) 832-5200,not url,3.6,,,,,,,,,,,47 - ON-SALE GENERAL EATING PLACE,,,,,,,,,,,HOWARD  JESSIE ONEIL KIRK,360 ADELINE ST,,OAKLAND,CA,94607-2520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11870,362897,ZUBIES CHICKEN COOP INC,11 - SANTA ANA,ZUBIES CHICKEN COOP,414 OLD NEWPORT BLVD   NEWPORT BEACH  CA  92663,ORANGE,633.02,ZUBIES CHICKEN COOP INC,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,,,N/A,,The Chicken Coop,,  bar |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,ZUBIES CHICKEN COOP,414 OLD NEWPORT BLVD   NEWPORT BEACH  CA  92663,+1 949-645-6086,https://www.yelp.nl/biz/chicken-coop-newport-beach?osq=ZUBIES+CHICKEN+COOP,,(949) 645-6086,not url,3.8,,,,,,,,,,,47 - ON-SALE GENERAL EATING PLACE,,,,,,,,,,,ZUBIES CHICKEN COOP INC,414 OLD NEWPORT BLVD,,NEWPORT BEACH,CA,92663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11871,346326,FILLMORE STREET RESTAURANT PARTNERS L-PSHIP,24 - SAN FRANCISCO,FLORIO,1915 FILLMORE ST   SAN FRANCISCO  CA  94115,SAN FRANCISCO,152.02,FILLMORE STREET RESTAURANT PARTNERS L-PSHIP,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,,,N/A,,Florio Bar & Cafe,http://www.floriosf.com/,  restaurant |   cafe |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,FLORIO,1915 FILLMORE ST   SAN FRANCISCO  CA  94115,+1 415-775-4300,https://www.yelp.nl/biz/florio-bar-and-cafe-san-francisco?osq=FLORIO,,(415) 775-4300,https://floriosf.com,3.7,,,,,,,,,,,47 - ON-SALE GENERAL EATING PLACE,,,,,,,,,,,FILLMORE STREET RESTAURANT PARTNERS L-PSHIP,1915 FILLMORE ST,,SAN FRANCISCO,CA,94115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11872,100628,WATERFRONT RESTAURANTS INC,09 - SAN MARCOS,JAKES DEL MAR,1660 COAST BLVD   DEL MAR  CA  92014,SAN DIEGO,172.01,WATERFRONT RESTAURANTS INC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,,,N/A,,Jake's Del Mar,http://jakesdelmar.com/,  bar |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P0,Y,1,JAKES DEL MAR,1660 COAST BLVD   DEL MAR  CA  92014,+1 858-755-2002,https://www.yelp.nl/biz/jakes-del-mar-2?osq=JAKES+DEL+MAR,,(858) 755-2002,https://jakesdelmar.com,4.1,,,,,,,,,,,47 - ON-SALE GENERAL EATING PLACE,,,,,,,,,,,WATERFRONT RESTAURANTS INC,1660 COAST BLVD,,DEL MAR,CA,92014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11873,309567,DON CHAVA INC,02 - MONROVIA,EL RANCHITO,6703 SANTA FE AVE   HUNTINGTON PARK  CA  90255,LOS ANGELES,5331.03,DON CHAVA INC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,Reg. Number:        17085682        Section:25658(A)            Proceeding Status:            CLOSED                    Decision:            ALL STAYED                        Suspension Days:            10,No Active Holds found,No Escrow found,,,N/A,,Avila's El Ranchito Huntington Park,https://avilaselranchito.com/huntington-park/,  restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,EL RANCHITO,6703 SANTA FE AVE   HUNTINGTON PARK  CA  90255,+1 323-585-5055,https://www.yelp.nl/biz/guajillo-restaurant-huntington-park?osq=EL+RANCHITO,,(323) 835-6424,https://guajillorestaurant.com,4.1,,,,,,,,,,,47 - ON-SALE GENERAL EATING PLACE,,,,,,,,,,,DON CHAVA INC,6703 SANTA FE AVE,,HUNTINGTON PARK,CA,90255-3903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11874,453872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201731010254,,42 SOUTH PASADENA AVE,,,PASADENA,CA,United States,91105,Individual Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,JORDAN A NEDEFF,42 SOUTH PASADENA AVE,,,PASADENA,CA,United States,91105,Manager,-,-,-,-,-,-,False,False,True,True,False,True,True
11875,23867,TOP LEE GOURMET INC,25 - SAN JOSE,TAO TAO,175 S MURPHY AVE   SUNNYVALE  CA  94086,SANTA CLARA,5086.02,TOP LEE GOURMET INC,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,,,N/A,,Tao Tao,http://www.taotaocafe.com/,  restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,TAO TAO,175 S MURPHY AVE   SUNNYVALE  CA  94086,+1 408-736-3731,https://www.yelp.nl/biz/tao-tao-cafe-sunnyvale-2?osq=TAO+TAO,,(408) 736-3731,https://taotaocafe.com,3.3,,,,,,,,,,,47 - ON-SALE GENERAL EATING PLACE,,,,,,,,,,,TOP LEE GOURMET INC,175 S MURPHY AVE,,SUNNYVALE,CA,94086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11876,312571,JOHER  HASSAN SALEH,03 - LB/LAKEWOOD,LA MIRAGE RESTAURANT,17104 PIONEER BLVD   ARTESIA  CA  90701,LOS ANGELES,5548.01,JOHER  HASSAN SALEH,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,Reg. Number:                        24094832,Reg. Number:        99045951        Section:H&S 110545 110560 110620Section:23804Section:24200(a&b)Section:PC 347(b)            Proceeding Status:            CLOSED                    Decision:            POIC                        Suspension Days:            15                        POIC/Fine:            6000,No Active Holds found,No Escrow found,,,47-662066,,La Mirage Restaurant & Nightclub,http://www.lamirageent.com/,  night_club |   restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P0,Y,1,LA MIRAGE RESTAURANT,17104 PIONEER BLVD   ARTESIA  CA  90701,+1 562-527-9755,https://www.yelp.nl/biz/la-mirage-restaurant-and-night-club-artesia?osq=LA+MIRAGE+RESTAURANT,,(562) 527-9755,https://lamirageent.com,2.2,,,,,,,,,,,47 - ON-SALE GENERAL EATING PLACE,,,,,,,,,,,JOHER  HASSAN SALEH,17104 PIONEER BLVD,,ARTESIA,CA,90701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11877,358329,CHIANG  JAMES YU CHI,05 - VAN NUYS,MANDARIN KING CHINESE RESTAURANT,17092 DEVONSHIRE ST   NORTHRIDGE  CA  91325,LOS ANGELES,1113.02,CHIANG  SAIOU| CHIANG  JAMES YU CHI,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,Reg. Number:        08068915        Section:25658(a)Section:24200(a&b)            Proceeding Status:            CLOSED                    Decision:            ALL STAYED                        Suspension Days:            10                        Stayed Days:            10,No Active Holds found,No Escrow found,,,N/A,,Mandarin King,https://www.mandarinkingnorthridge.com/,  restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,MANDARIN KING CHINESE RESTAURANT,17092 DEVONSHIRE ST   NORTHRIDGE  CA  91325,+1 818-366-8999,https://www.yelp.nl/biz/mandarin-king-northridge?osq=MANDARIN+KING+CHINESE+RESTAURANT,,(818) 366-8999,https://mandarinkingnorthridge.com,3.9,,,,,,,,,,,47 - ON-SALE GENERAL EATING PLACE,,,,,,,,,,,CHIANG  JAMES YU CHI,17092 DEVONSHIRE ST,,NORTHRIDGE,CA,91325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11878,393899,STEVES STEAKHOUSE INC,03 - LB/LAKEWOOD,STEVES STEAKHOUSE,417 CRESCENT AVE RM 200   AVALON  CA  90704,LOS ANGELES,5990.00,STEVES STEAKHOUSE INC,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,,,N/A,,Steve's Steakhouse and Seafood,https://stevessteakhouse.com/,  restaurant |   food |   point_of_interest |   establishment,OPERATIONAL,P0,Y,1,STEVES STEAKHOUSE,417 CRESCENT AVE RM 200   AVALON  CA  90704,+1 310-510-0333,https://www.yelp.nl/biz/steves-steakhouse-avalon?osq=STEVES+STEAKHOUSE,,(310) 510-0333,https://stevessteakhouse.com,3.8,,,,,,,,,,,47 - ON-SALE GENERAL EATING PLACE,,,,,,,,,,,STEVES STEAKHOUSE INC,417 CRESCENT AVE RM 200,,AVALON,CA,90704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11879,440072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201731010254,,42 SOUTH PASADENA AVE,,,PASADENA,CA,United States,91105,Individual Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,JORDAN A NEDEFF,42 SOUTH PASADENA AVE,,,PASADENA,CA,United States,91105,Manager,-,-,-,-,-,-,False,False,True,True,False,True,True
11880,487715,POORHOUSE PARTNERS LLC,03 - LB/LAKEWOOD,BADDELEYS POORHOUSE,3348 E BROADWAY   LONG BEACH  CA  90803,LOS ANGELES,5772.00,POORHOUSE PARTNERS LLC,ACTIVE,,,,,N/A,*Operating Restrictions exist. For more information  please see our Guidelines for Access to Records.,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,,,48-663548,,Baddeley's Pourhouse Sports Bar,http://www.baddeleyspourhouselb.com/,  bar |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,BADDELEYS POORHOUSE,3348 E BROADWAY   LONG BEACH  CA  90803,+1 562-439-7220,https://www.yelp.nl/biz/baddeleys-pourhouse-long-beach?osq=BADDELEYS+POORHOUSE,,(562) 439-7220,https://baddeleyspourhouselb.com,4.4,,,,,,,,,,,48 - ON-SALE GENERAL PUBLIC PREMISES,,,,,,,,,,,POORHOUSE PARTNERS LLC,3348 E BROADWAY,,LONG BEACH,CA,90803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11881,411674,GILLETTE  JAMES JOHN,22 - CONCORD,V & E CLUB,2071 1ST ST   LIVERMORE  CA  94550,ALAMEDA,4516.01,GILLETTE  JAMES JOHN,ACTIVE,,,,,N/A,No Operating Restrictions found,No Active Disciplinary Action found,No Disciplinary History found.,No Active Holds found,No Escrow found,,,N/A,,V & E Club,http://v-e-club.poi.place/,  bar |   point_of_interest |   establishment,OPERATIONAL,P40,Y,1,V & E CLUB,2071 1ST ST   LIVERMORE  CA  94550,+1 925-447-3293,,,,,,,,,,,,,,,,48 - ON-SALE GENERAL PUBLIC PREMISES,,,,,,,,,,,GILLETTE  JAMES JOHN,2071 1ST ST,,LIVERMORE,CA,94550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,False,False,True,False
11882,406752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201731010254,,42 SOUTH PASADENA AVE,,,PASADENA,CA,United States,91105,Individual Agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,JORDAN A NEDEFF,42 SOUTH PASADENA AVE,,,PASADENA,CA,United States,91105,Manager,-,-,-,-,-,-,False,False,True,True,False,True,True
